id,year_birth,education,marital_status,income,sex,nationality,zipcode
1515,1975,Master,Together,34176,m,France,97525
5186,1955,PhD,Married,58482,m,Ireland,96566
10157,1965,Graduation,Single,59686,f,Greece,96291
5667,1964,PhD,Married,60896,f,Spain,90689
902,1980,Graduation,Together,62994,f,Hungary,98882
977,1957,Graduation,Together,47320,f,Finland,94119
7313,1949,2n Cycle,Widow,74859,m,Portugal,90184
7600,1992,Basic,Single,15253,f,Greece,93521
9706,1974,PhD,Single,31560,m,France,97363
2429,1954,Graduation,Divorced,72071,f,Poland,97353
3520,1990,Master,Single,91172,f,Finland,93588
10394,1984,Graduation,Married,90000,m,Greece,94614
4548,1981,Graduation,Single,41967,m,France,96149
9362,1965,Graduation,Single,69263,m,Austria,95479
3968,1970,2n Cycle,Divorced,65706,m,Spain,92659
4084,1975,Graduation,Together,60934,m,Italy,90937
6721,1951,Graduation,Married,71965,m,Ireland,95299
2829,1955,Graduation,Married,65210,f,GreatBritain,94856
1772,1975,PhD,Married,79174,f,GreatBritain,97407
1544,1967,Master,Divorced,81380,m,Finland,95018
492,1973,PhD,YOLO,48432,m,Greece,90013
4377,1971,Graduation,Married,52914,f,Poland,91476
4541,1955,Graduation,Together,38946,f,Austria,99028
1321,1974,Graduation,Married,26067,f,Italy,98073
8858,1972,PhD,Married,44325,m,Italy,95621
3266,1964,Graduation,Married,42523,m,GreatBritain,90400
11187,1978,Basic,Single,26487,m,Italy,99498
8207,1957,2n Cycle,Married,53233,m,Greece,91539
9723,1960,Graduation,Married,67716,m,Hungary,93795
2666,1972,Master,Married,76234,m,Poland,95844
5721,1956,PhD,Married,84117,m,Spain,93077
10652,1957,Master,Together,65487,f,Poland,97773
1646,1972,Basic,Married,25224,f,Hungary,96976
4418,1983,Master,Single,89616,f,Greece,95019
2656,1971,Graduation,Divorced,40851,f,Spain,90406
7990,1947,Graduation,Married,27469,m,GreatBritain,91663
8722,1957,2n Cycle,Married,82347,f,Ireland,92546
7118,1957,Graduation,Married,73803,f,Italy,93661
2980,1952,Master,Single,8820,f,Austria,96905
1839,1974,Graduation,Single,43322,m,Italy,96317
10722,1973,Graduation,Together,55593,f,France,92219
2632,1954,Graduation,Married,50501,m,Hungary,96931
9014,1975,Graduation,Married,37085,m,Spain,98098
7620,1990,Basic,Single,16185,f,Denmark,93053
10968,1969,Graduation,Single,57731,m,Austria,93991
11133,1973,PhD,YOLO,48432,m,Austria,93087
2736,1978,Graduation,Married,73807,f,Austria,90554
1876,1990,Graduation,Married,18929,m,Austria,96275
5959,1968,Graduation,Single,35893,m,Finland,96734
1092,1980,Graduation,Married,61014,m,Ireland,94201
4333,1954,Graduation,Together,32144,f,Italy,96303
3850,1963,Basic,Together,14918,m,Spain,90865
6168,1963,Graduation,Divorced,45146,f,France,99322
607,1955,2n Cycle,Divorced,41769,m,Denmark,99890
10469,1981,Graduation,Together,88325,m,Spain,93726
6983,1950,Master,Divorced,38054,m,Poland,99525
3661,1995,2n Cycle,Single,80617,f,Portugal,97173
9303,1976,Graduation,Married,5305,m,Ireland,92995
692,1954,Graduation,Together,36807,f,Hungary,92216
736,1983,Graduation,Together,28427,f,France,92073
9589,1948,PhD,Widow,82032,m,Portugal,90336
4838,1978,Graduation,Together,22775,m,Denmark,93796
9246,1985,Master,Together,40101,m,Greece,90183
6261,1979,Graduation,Married,58025,m,GreatBritain,99746
7366,1982,Master,Single,75777,m,Greece,93170
10659,1979,2n Cycle,Together,7500,f,Ireland,98483
1448,1963,Master,Married,33562,m,France,97900
4286,1970,PhD,Single,57642,m,Finland,99157
4749,1968,Graduation,Together,58554,f,Italy,96310
4478,1979,Graduation,Married,63777,f,Italy,91612
4201,1962,Graduation,Single,57967,m,Greece,96176
10084,1972,Graduation,Married,24434,m,France,94948
7004,1984,Graduation,Single,11012,m,Italy,95116
9817,1970,Master,Single,44802,f,Ireland,93753
8080,1986,Graduation,Single,26816,m,Hungary,90674
9432,1977,Graduation,Together,666666,f,Greece,93184
8372,1974,Graduation,Married,34421,m,Italy,98985
10870,1967,Graduation,Married,61223,m,Ireland,97202
4001,1946,PhD,Together,64014,f,Italy,94591
7270,1981,Graduation,Divorced,56981,m,Germany,97407
8235,1956,Master,Together,69245,m,Greece,99469
9405,1954,PhD,Married,52869,f,Ireland,94035
